#NearbyGene,NearbyGeneSymbol,P-value - mRNAs,Fold change - mRNAs
NM_001108085,Cradd,0.0010809580000000001,2.1391035
NM_017258,Btg1,0.001705162,2.9633795
NM_001008322,Shmt2,5.9999999999999995e-05,2.4323794
NM_001130557,R3hdm2,2.1600000000000003e-05,4.573436900000001
NM_001130558,Stac3,6.43e-05,5.7315438
NM_001271272,Ndufa4l2,0.00011124,4.7998909
NM_001004239,Dctn2,0.0009845330000000001,2.0339291
NM_001008384,Rac2,0.001057244,3.7383081
NM_001130577,Cyth4,0.00846492,3.0992599
NM_138843,Mpst,0.0041425659999999994,3.0188806
NM_001134884,Scube1,4.63e-06,9.6004127
NM_001135922,Ttll12,4.21e-06,7.321030800000001
NM_138544,Fat3,9.91e-05,5.6446864
NM_012572,Grik4,5.45e-05,2.1732982000000005
NM_001012125,Loxl1,0.0041297059999999995,2.3282138999999997
NM_001014092,Paqr5,0.001296564,5.5852699999999995
NM_001014092,Paqr5,0.001296564,5.5852699999999995
NM_001014092,Paqr5,0.001296564,5.5852699999999995
ENSRNOT00000043346,Zbtb47,0.000443153,2.2583087
NM_031241,Cyp8b1,0.000305542,2.0390655
ENSRNOT00000036359,Abca12,2.6e-06,2.4103407000000003
NM_019143,Fn1,2.8199999999999998e-05,5.242806099999999
NM_019143,Fn1,2.8199999999999998e-05,5.242806099999999
NM_001192002,Mreg,6.890000000000001e-05,5.2564162
NM_019143,Fn1,2.8199999999999998e-05,5.242806099999999
NM_017056,Tnp1,0.000206435,2.3193335
NM_031645,Ramp1,6.0299999999999995e-05,5.025273400000001
ENSRNOT00000013501,Polr3a,9.159999999999999e-05,2.7950413
ENSRNOT00000015907,Ankrd36,7.59e-06,3.6140187999999993
ENSRNOT00000075867,Ankrd36,0.0017441420000000002,3.2480229
NM_001004210,Xbp1,1e-05,5.4797425
ENSRNOT00000072620,AABR06000596.1,0.002847959,2.0833331000000004
NM_001025002,LOC310926,0.024151782000000004,4.545411799999999
NM_001108467,Eps8l1,0.0014667,4.2881067
NM_001191945,Ptprh,9.18e-06,2.1478541
NM_001271115,Dnaaf3,0.037585485,2.2165857000000004
NM_017144,Tnni3,0.041984941,2.259798
NM_133519,Il11,0.0012492039999999999,2.1404637
NM_001107491,Cxcl17,0.00073443,2.7854345
NM_001107492,B3gnt8,7.509999999999998e-05,7.462805599999999
NM_001109453,Erich4,2.96e-06,9.0345069
NM_145774,Rab38,0.000228307,3.1386571
NM_001033064,Kazald1,8.6e-05,2.8156282999999998
NM_001047108,Lbx1,2.7600000000000003e-05,2.1787259
NM_001109166,Tlx1,2.3199999999999998e-05,5.5039102
NM_001012181,Elf2,2.36e-05,2.8470423
ENSRNOT00000019210,Col24a1,0.002077354,2.6183002999999996
NM_001107450,Clca5,3.71e-05,13.367735999999999
NM_001107830,Lamc3,8.07e-08,4.0047238
NM_001108578,Aif1l,0.003025822,3.4421928
ENSRNOT00000043661,LOC100909750,0.039581722,2.0684426
NM_139090,Acvr1c,5.9499999999999996e-05,2.7678833
NM_031796,Galnt5,0.0008187369999999999,2.7441021
NM_001172118,Sla2,1.32e-05,3.5564497999999998
NM_001025768,Dsn1,7.31e-07,4.1753517
NM_031557,Ptgis,2.35e-06,3.7998339999999997
NM_001109227,Tspan33,0.00021644,8.985299699999999
NM_001173510,Ahcyl2,0.006160685999999999,2.2533682999999995
ENSRNOT00000072199,LOC100911099,6.99e-05,4.7949155
NM_031650,Slco1b2,5.3400000000000004e-05,2.4000956
ENSRNOT00000072835,AABR06036454.1,0.002842865,3.9165538
NM_001007702,RGD1359108,0.0006637710000000001,2.057543
NM_001100535,Col15a1,0.0264298,2.1755326
ENSRNOT00000011112,Galnt12,0.000320237,14.102472699999998
NM_001015028,Anks6,1.13e-05,4.5239157
NM_017122,Hpca,5.3500000000000006e-05,2.4580752999999995
NM_001012136,Gtf2a1l,0.007991869,2.0174531000000004
NM_001012470,Irf2bpl,0.000313841,2.1749352
NM_001039325,Zdhhc22,2.38e-06,14.1635802
ENSRNOT00000035255,Ncapg2,2.62e-07,3.5704086999999998
NM_031086,Pros1,3.45e-06,3.3855584000000003
NM_001128494,Lyc2,0.004095187,2.0089982
NM_012771,Lyz2,0.001303879,3.0970713
NM_001025007,RGD1310852,0.000221584,2.7590649
NM_013196,Ppara,2.8899999999999998e-05,2.2370611
NM_001191080,Golga4,1.32e-05,2.2599561
ENSRNOT00000074267,LOC683029,1.75e-05,2.7800047
NM_001106886,RGD1565959,1.55e-07,12.4120026
NM_001012002,Zap70,6.48e-05,2.2232783
NM_001105765,Zfp13,0.000353875,2.3211051
ENSRNOT00000005879,Flywch1,4.6200000000000005e-05,2.500896
NM_001017377,Paqr4,0.000132398,3.0392794
NM_001105766,Pkmyt1,0.00031647099999999997,2.2521986000000003
NM_001105767,Kremen2,0.000179542,5.4213334
NM_001106983,Prss32,2.8e-06,37.8490656
NM_001109027,Prss33,0.00015319,2.0685165
ENSRNOT00000016924,Mllt6,9.95e-08,2.4568364
NM_001105835,Cisd3,2.9999999999999997e-05,2.7495978
NM_001108295,Cwc25,0.0047317109999999996,2.1099657000000005
NM_001109627,LOC691153,2.37e-05,2.4009611
NM_032613,Lasp1,8e-06,15.097660399999999
NM_001015021,Dnajb11,0.00035042,2.0570722
NM_053348,Fetub,0.001451016,2.794268
NM_133428,Hrg,0.001308869,10.469675599999999
ENSRNOT00000001199,B3galtl,3.42e-07,2.7307431
NM_001100491,Mc2r,0.0077345669999999995,3.1133452
ENSRNOT00000041115,LOC685411,2.4e-05,6.3099978
ENSRNOT00000042150,LOC100909409,9.44e-05,13.1805885
ENSRNOT00000049860,LOC685160,1.63e-06,2.4024457000000004
NM_001135839,Naa10,0.000169712,2.2147574
NM_001037973,Dusp9,0.00018548799999999998,10.9901304
ENSRNOT00000000753,Tfam,9.2e-05,2.214832
NM_134417,Ipmk,3.43e-05,3.8849785000000003
NM_001108531,Bicc1,0.0007785719999999999,2.334504
NM_001108818,Pbdc1,5.13e-05,2.8923194
ENSRNOT00000072527,Phf6,2.37e-06,3.1747758999999998
NM_001011998,Fbxo9,9.97e-05,2.1939243999999998
ENSRNOT00000000233,LOC100909835,0.001107915,2.2515966
NM_001106840,Gsta4,0.000218486,2.3856652
ENSRNOT00000067996,RGD1560775,0.0010770530000000001,2.722094
NM_133416,Bcl2a1,0.011445381000000001,3.0628457
ENSRNOT00000011090,AABR06056415.1,0.0027148990000000002,2.1694741
NM_001142915,Plod2,0.0018909870000000002,5.4196718
NM_001271438,Slc9a9,0.024464492999999997,2.0078876
NM_019333,Pfkfb4,0.000101486,2.0009523999999996
NM_021660,Ip6k2,0.000626986,3.39739
NM_001106860,Spink8,0.00017082,8.6519675
NM_001191884,Nme6,1.6800000000000002e-05,2.0943534
NM_001170539,Stt3b,0.000214361,2.0929254
NM_178106,Entpd3,6.18e-05,15.7887072
NM_001100842,Col9a1,0.037796997,2.4249252
ENSRNOT00000059806,Fer1l5,0.0005301080000000001,3.3827156000000005
NM_001034934,Arid5a,0.000191103,2.3604499
ENSRNOT00000059806,Fer1l5,0.0005301080000000001,3.3827156000000005
NM_001034934,Arid5a,0.000191103,2.3604499
ENSRNOT00000046557,Creg2,1.01e-06,19.3557016
ENSRNOT00000072983,AABR06060732.1,0.00029103,2.4847287000000002
NM_021740,Ptma,0.000225653,2.0174863000000003
NM_145083,Lrrc15,0.001246551,2.0247745999999998
ENSRNOT00000035338,Dgkd,8.070000000000001e-05,2.3829109
NM_175846,Ugt1a8,0.0007384669999999999,2.1296182
NM_145083,Lrrc15,0.001246551,2.0247745999999998
NM_145083,Lrrc15,0.001246551,2.0247745999999998
ENSRNOT00000072533,LOC690700,0.000732255,2.5273307999999997
NM_001012742,Wee1,1.17e-05,2.4875011000000002
NM_001134970,Sbf2,0.000184225,2.6076740000000003
ENSRNOT00000013501,Polr3a,9.159999999999999e-05,2.7950413
ENSRNOT00000061476,AABR06058610.1,0.007015591,2.1016657000000003
ENSRNOT00000071620,LOC100912852,0.002437485,2.2422019
ENSRNOT00000074599,AABR06058583.1,0.005062495,2.3223863999999996
ENSRNOT00000013501,Polr3a,9.159999999999999e-05,2.7950413
NM_001035222,N4bp2l1,0.00402845,2.063927
NM_031542,Brca2,6.43e-05,3.9264257000000007
NM_012706,Grpr,0.001861623,4.615690900000001
ENSRNOT00000003897,AABR06105576.2,8.72e-06,4.5004978
NM_001039505,Irx2,9.86e-05,3.6701965
NM_001107464,Dact2,0.000696682,4.4087198
NM_001168642,Zfp40,1.51e-05,6.1269305
ENSRNOT00000071232,Prrg3,0.000365849,2.211163
NM_001106220,Nlrp4a,2.17e-05,4.735049299999999
NM_173319,Vom2r31,0.0023647,3.5671957
NM_138911,Stip1,0.000771263,2.2024552
NM_139337,Macrod1,0.000362003,2.2148737
ENSRNOT00000034159,Ccdc88b,0.010836378999999998,2.0297484
NM_053804,Kcnk4,5.8099999999999996e-05,3.6064974000000003
NM_001024232,Cyp3a62,0.002520323,2.8133617
NM_001017514,Izumo1,0.0007733639999999999,3.2026537999999998
NM_031236,Fut1,0.002581349,3.3101537000000003
NM_031635,Fut2,1.55e-05,2.2178383999999998
NM_001173526,Ntn5,4.31e-06,5.653093
NM_001004100,Klk10,0.035007384,3.5373731
NM_001004101,Klk4,0.013932971,16.6163631
NM_019175,Klk6,0.004568438,5.2670957000000005
NM_001008558,Ndn,0.000105586,2.2539512000000004
NM_001008558,Ndn,0.000105586,2.2539512000000004
NM_001008558,Ndn,0.000105586,2.2539512000000004
NM_001008558,Ndn,0.000105586,2.2539512000000004
NM_001008558,Ndn,0.000105586,2.2539512000000004
NM_001008558,Ndn,0.000105586,2.2539512000000004
NM_001008558,Ndn,0.000105586,2.2539512000000004
NM_001008558,Ndn,0.000105586,2.2539512000000004
NM_001008558,Ndn,0.000105586,2.2539512000000004
NM_001106268,Chsy1,0.000152548,2.5351667
NM_001106286,Lyve1,0.000603585,2.6534491
NM_001048180,Sh2b1,0.001512383,2.0393698000000002
NM_001048180,Sh2b1,0.001512383,2.0393698000000002
NM_001009646,Qprt,0.009559914000000001,2.7698695
NM_001025001,LOC308990,0.001155447,2.1676641
NM_012605,Mylpf,0.007676899,5.8105668
NM_138892,Dctpp1,2.37e-07,8.4286233
NM_001191840,Tgfb1i1,0.0028686429999999997,2.6037667
NM_001190162,Igf2,1.06e-05,11.123897300000001
NM_001190163,Igf2,4.04e-05,10.7774087
NM_019130,Ins2,2.8999999999999997e-05,2.6300513999999997
NM_012740,Th,1.33e-07,7.553953999999999
NM_001190162,Igf2,1.06e-05,11.123897300000001
NM_001190163,Igf2,4.04e-05,10.7774087
NM_019130,Ins2,2.8999999999999997e-05,2.6300513999999997
NM_012740,Th,1.33e-07,7.553953999999999
NM_001190162,Igf2,1.06e-05,11.123897300000001
NM_001190163,Igf2,4.04e-05,10.7774087
NM_019130,Ins2,2.8999999999999997e-05,2.6300513999999997
NM_012740,Th,1.33e-07,7.553953999999999
NM_013413,Rln1,2.53e-06,55.11065920000001
NM_031514,Jak2,3.14e-06,3.9286896000000002
NM_022953,Slit1,0.0015724670000000001,2.9014659
NM_001107593,Cnnm1,3.67e-06,3.2750573
NM_001107594,Nkx2-3,0.001682897,3.1682685
ENSRNOT00000044195,LOC100911951,0.003531458,2.6365483
NM_001107602,Elovl3,2.17e-05,3.4787251000000006
NM_001014030,Mfsd13a,3.95e-06,2.0859
NM_134370,Psd,0.000448751,2.5688595000000003
ENSRNOT00000001562,Sppl3,8.17e-06,19.404418600000003
ENSRNOT00000056733,LOC100362927,2.46e-05,2.0814657
NM_053677,Chek2,1.51e-06,3.9256644
ENSRNOT00000042543,LOC100362827,7.97e-05,2.7302218999999996
NM_001289941,Slc1a3,0.013513319,2.277929
NM_001289942,Slc1a3,0.002149438,3.5986852
NM_001289943,Slc1a3,0.014972793,2.2494125
NM_019225,Slc1a3,0.000189293,6.5546599
NM_001134436,C1qtnf3,4.93e-06,40.2846133
NM_001011947,Rai14,8.53e-05,3.3750737
NM_001109181,Sox2,0.000670006,5.0589553
NM_001127530,LOC302022,6.78e-06,3.3528796
ENSRNOT00000031179,Mnd1,6.2e-05,2.6203666
ENSRNOT00000044499,AABR06018641.1,0.0005471359999999999,2.0455919999999996
NM_001012078,Sema4a,0.00041241199999999997,2.5069145
NM_001107687,Rab25,0.007573773000000001,2.9700994
NM_001107688,Ubqln4,2.41e-06,2.4588075000000003
NM_001191568,Pmf1,0.00025417,3.4449906
ENSRNOT00000026514,Smg5,0.004935033,2.2011353
NM_013414,Bglap,0.001864231,5.4418893
NM_022382,Pde4dip,0.000214115,4.5204951
NM_144739,Fmo5,0.00018183900000000002,2.2345254
NM_001024244,Vtcn1,7.75e-05,5.729471
NM_001191848,Wnt2b,0.003990764,4.238096400000001
NM_020091,Cym,0.008071779,5.2199942
NM_019270,Kcna3,3.09e-06,24.2408022
NM_001107724,Tram1l1,0.000924343,2.0230639999999998
NM_001107450,Clca5,3.71e-05,13.367735999999999
NM_021682,Negr1,0.000119302,4.5364628
NM_001014178,Fam69b,7.31e-05,2.5412136000000003
NM_053574,Vegp2,0.000753242,2.194824
NM_053725,Itga6,0.004625125999999999,2.3567023
ENSRNOT00000031418,AABR06024097.1,0.002290762,2.2166205000000003
ENSRNOT00000031418,AABR06024097.1,0.002290762,2.2166205000000003
ENSRNOT00000026148,Sp3,0.00028453,2.6103771
ENSRNOT00000031418,AABR06024097.1,0.002290762,2.2166205000000003
ENSRNOT00000002063,AABR06024480.1,0.0014024789999999999,2.5371558
NM_031664,Slc28a2,0.000185813,2.3279674999999997
NM_001013160,Trim69,0.000100322,3.7009347000000004
NM_001107767,Duoxa1,0.004784636,2.0979539000000003
NM_024141,Duox2,3.07e-06,6.3451566
NM_001107768,Sema6d,6.670000000000001e-05,58.2958024
ENSRNOT00000016157,Ncaph,9.690000000000001e-05,4.0505359
NM_001106504,Astl,8.119999999999999e-08,2.670195
NM_138505,Adra2b,0.01122009,2.1764523999999996
NM_031148,Slc20a1,4.98e-05,3.7267246
ENSRNOT00000073088,Erv3,0.005434006999999999,10.610302599999999
NM_012631,Prnp,1.12e-05,6.5511038
NM_017316,Slc23a2,0.0011349889999999999,2.3977606
ENSRNOT00000073088,Erv3,0.005434006999999999,10.610302599999999
NM_001037096,Rassf2,9.76e-05,3.5088181000000005
NM_012631,Prnp,1.12e-05,6.5511038
NM_001126291,Flrt3,7.35e-06,3.4628805000000003
NM_012676,Tnnt2,0.000341571,2.6904359
NM_017148,Csrp1,0.00537445,2.441163
ENSRNOT00000042328,AABR06026949.1,0.002131454,2.1329306
ENSRNOT00000049940,LOC102547754,2.1899999999999997e-05,2.3596103
NM_001025020,Syndig1,0.000301638,2.279952
ENSRNOT00000008047,Zfp120,0.001869126,2.4294101
ENSRNOT00000042328,AABR06026949.1,0.002131454,2.1329306
ENSRNOT00000008047,Zfp120,0.001869126,2.4294101
ENSRNOT00000042328,AABR06026949.1,0.002131454,2.1329306
ENSRNOT00000042110,LOC102555578,0.001304328,2.4572681
ENSRNOT00000066122,Ncoa3,4.78e-07,8.038462599999999
NM_001034927,Sulf2,0.00021124799999999998,2.2783667999999997
ENSRNOT00000071861,AABR06028102.1,0.002594042,2.3397007999999997
NM_001191856,Bmp7,5.99e-05,3.9721858
ENSRNOT00000075538,LOC683536,0.001416492,2.0938243
NM_133608,Slco4a1,0.022640083,3.5493848
NM_001105965,Dpt,0.00023381200000000002,4.5710767
NM_001107193,Tbx19,0.000284645,2.1528758
NM_001108617,Cdk14,0.000313401,2.569782
ENSRNOT00000009264,LOC679610,0.00114693,2.0096399
NM_001100815,Gtpbp10,0.0007934680000000001,2.0414267
NM_001107846,Steap2,0.000759282,3.168396
NM_001124768,Tac1,2.22e-07,44.860275
NM_001124769,Tac1,2.98e-07,28.819675399999994
NM_001124770,Tac1,3.54e-06,11.1052918
NM_012666,Tac1,1.5e-07,40.65246079999999
NM_013079,Asns,7.87e-06,3.0576164
NM_022950,C1galt1,0.00042474699999999995,4.5630062
ENSRNOT00000075462,LOC681658,0.012747379,2.5826488
NM_001013165,Lrrc23,2.1600000000000003e-05,3.1270856
NM_001107888,Emg1,1.25e-05,4.0015327
NM_001134555,C1r,0.001159076,2.2438526000000003
NM_053018,Cd9,0.002514584,2.3480950000000003
ENSRNOT00000025889,Ncapd2,2.25e-05,4.1662142
NM_001106621,Mrpl51,5.84e-06,53.9504953
NM_013090,Vamp1,7.240000000000001e-05,2.1485255000000003
NM_022267,Ccnd2,5.14e-05,3.0128787
ENSRNOT00000070936,LOC100912259,0.003283951,2.3652263
ENSRNOT00000072147,LOC100912290,0.000446461,4.1007332000000005
NM_001107905,Ubxn2b,0.00025340000000000003,2.5018952999999997
NM_001107905,Ubxn2b,0.00025340000000000003,2.5018952999999997
ENSRNOT00000050653,Klhl32,0.00183776,2.0400926999999998
NM_001135780,Mms22l,2.2e-06,7.020822
NM_022678,Zfp238,0.001230559,2.6392187999999996
NM_001012101,Coro2a,0.010122504000000001,3.320526
NM_138909,Foxe1,0.002507626,3.5234246
NM_053660,Gng10,0.00035555300000000004,2.3299519
NM_053660,Gng10,0.00035555300000000004,2.3299519
NM_001109083,Nsl1,8.52e-06,6.7231527
NM_001109083,Nsl1,8.52e-06,6.7231527
NM_023991,Prkaa2,0.0043144329999999995,3.172181
NM_023991,Prkaa2,0.0043144329999999995,3.172181
NM_001100536,Magoh,0.000177894,2.2016299
ENSRNOT00000032433,Glis1,0.009860225,5.246709200000001
ENSRNOT00000075624,Glis1,2.5300000000000002e-05,2.433666
NM_001191761,Dmrtb1,1.91e-06,3.0642009
ENSRNOT00000047522,Trabd2b,1.07e-05,6.809222099999999
NM_001005265,Cr1l,1.33e-06,2.2178356
NM_019301,Cr1l,7.59e-06,2.2581007
NM_133316,Mutyh,0.000935121,3.0103147
NM_001031647,Dnali1,0.003807457,2.0828251
NM_001107980,Rspo1,0.004567623,2.59534
ENSRNOT00000038055,Maneal,0.00016669599999999998,2.0054676
NM_001025050,Cdca8,2.72e-06,8.8228142
NM_001198804,Dgkq,1.3500000000000001e-05,2.760164
NM_022287,Slc26a1,2.7e-06,5.5230012
NM_001106024,Pde6b,1.34e-05,6.0228766
NM_001107245,Pcgf3,0.0023627929999999998,2.0795967
NM_001106024,Pde6b,1.34e-05,6.0228766
NM_001107245,Pcgf3,0.0023627929999999998,2.0795967
ENSRNOT00000036442,Ccdc18,7.23e-05,2.4267648
ENSRNOT00000066027,Ccdc18,4.02e-06,3.255035
NM_001191101,Hfm1,0.0008449610000000001,2.7110214
NM_001271266,Tas1r2,9.59e-06,2.6021085
ENSRNOT00000074074,Arhgef10l,0.0053125740000000005,2.2323468999999996
ENSRNOT00000075382,Arhgef10l,9.53e-06,4.4139846
NM_012554,Eno1,0.003082256,2.6914392000000005
NM_001107994,Spsb1,6.91e-05,2.9000392
NM_001014071,Errfi1,0.00040254699999999995,6.4828052000000005
NM_001277252,Park7,1.06e-05,2.1286302000000004
NM_023978,Per3,6.81e-06,19.757937899999998
ENSRNOT00000043641,Lclat1,8.190000000000001e-05,2.0958639999999997
NM_001007656,Mapre3,0.0006355569999999999,2.2575069
NM_001106711,Cenpa,1.53e-05,9.735778100000001
ENSRNOT00000050485,LOC100365136,0.001788275,2.676238
ENSRNOT00000075578,LOC100365136,0.00029171599999999997,3.0094962000000005
ENSRNOT00000050485,LOC100365136,0.001788275,2.676238
ENSRNOT00000075578,LOC100365136,0.00029171599999999997,3.0094962000000005
NM_022542,Rhob,0.002093839,2.7477486
NM_001170350,Gdf7,0.002632329,3.2281717999999997
NM_001108015,Trib2,0.000307632,3.9573696000000003
NM_001108036,Plekhh1,0.00305312,2.0009626
NM_001109359,Tmem229b,2.3e-05,3.5177178999999996
NM_001114180,Plek2,0.0016665579999999998,4.124531299999999
NM_199386,Atp6v1d,1.04e-05,2.7964804
ENSRNOT00000075379,AABR06045579.1,0.002660853,3.0105803
ENSRNOT00000002781,AABR06045661.1,2.53e-06,5.2406109
NM_001106755,Clmn,0.002506563,2.147381
NM_001047894,LOC317456,0.000271342,2.6598694
NM_001109376,Lpgat1,6.22e-05,2.5011864
NM_053691,Nek2,1.68e-06,8.656282000000001
ENSRNOT00000008360,Tle6,0.00047712,2.1083024
NM_001108074,Fzr1,6.29e-05,2.0410998
NM_021859,Matk,0.018548383,2.1426578999999997
NM_031567,Nfic,3.64e-05,6.1313225
NM_012887,Tmpo,0.0006962689999999999,2.2751291
NM_001108085,Cradd,0.0010809580000000001,2.1391035
NM_053311,Atp2b1,0.001141743,2.2802423
NM_001012044,Lcp1,0.0047952609999999994,3.5399705000000004
ENSRNOT00000008361,Matn2,0.001371125,2.91872
NM_022249,Khdrbs3,0.0011026480000000001,2.5990363
NM_021588,Mb,0.012167653999999998,7.2809054
NM_001000425,Olr1111,3.46e-06,2.138291
NM_012594,Lalba,0.007726327,3.0413162000000002
NM_001000425,Olr1111,3.46e-06,2.138291
NM_012594,Lalba,0.007726327,3.0413162000000002
NM_001000425,Olr1111,3.46e-06,2.138291
NM_012594,Lalba,0.007726327,3.0413162000000002
NM_001000425,Olr1111,3.46e-06,2.138291
NM_012594,Lalba,0.007726327,3.0413162000000002
NM_001173370,Tmem184b,0.00167477,2.0080017
NM_001271220,Baiap2l2,0.017009226000000002,2.1254293
NM_031617,Csnk1e,2.74e-07,2.3819044
NM_001024277,Gcat,0.00023806,3.0729072
NM_019173,Galr3,0.003521609,2.2341104
NM_031335,Polr2f,2.2100000000000002e-05,2.2699191
NM_013196,Ppara,2.8899999999999998e-05,2.2370611
NM_130748,Slc38a4,3.45e-05,9.447386999999999
NM_001308636,Hoxc10,1.98e-06,23.7177157
NM_001007660,Ccdc82,0.000133194,3.6619568999999994
NM_001079943,Zfp426,2.2800000000000002e-05,2.6283592000000002
NM_001168593,Rdh8,0.000596459,3.0012004
NM_001012201,Cadm1,0.00359912,4.521439
NM_024128,Nsg1,0.00011743700000000001,3.1229511000000003
NM_001134604,Cytl1,0.001372074,2.1700093999999996
NM_031059,Msx1,1.87e-05,3.6929861000000006
NM_001103354,LOC100125362,0.000444895,6.6334003
NM_001037651,Prtg,0.000153688,2.0636351000000004
NM_001013954,Lca5,0.014067528999999999,2.0019266
NM_001201353,Hmgn3,0.003964399,2.6041255000000003
NM_001201354,Hmgn3,0.013061205,2.2238033
NM_001201355,Hmgn3,0.013714078000000001,2.2466536
NM_001013954,Lca5,0.014067528999999999,2.0019266
NM_001201353,Hmgn3,0.003964399,2.6041255000000003
NM_001201354,Hmgn3,0.013061205,2.2238033
NM_001201355,Hmgn3,0.013714078000000001,2.2466536
NM_001107236,Cobl,0.00013328,5.8182686
NM_001109093,Grb10,0.001060876,2.530894
NM_031086,Pros1,3.45e-06,3.3855584000000003
NM_001108792,Bend6,0.002545815,2.0606423
ENSRNOT00000016538,Dst,0.013003616,2.492759
ENSRNOT00000017235,Dst,5.36e-05,5.8564661
ENSRNOT00000046621,Dst,1.53e-05,6.2657653
NM_001108792,Bend6,0.002545815,2.0606423
ENSRNOT00000016538,Dst,0.013003616,2.492759
ENSRNOT00000017235,Dst,5.36e-05,5.8564661
ENSRNOT00000046621,Dst,1.53e-05,6.2657653
ENSRNOT00000061709,RGD1565158,1.99e-07,4.537928400000001
ENSRNOT00000061709,RGD1565158,1.99e-07,4.537928400000001
ENSRNOT00000072802,Adcy9,3.83e-08,3.1889197
ENSRNOT00000072802,Adcy9,3.83e-08,3.1889197
ENSRNOT00000028115,Bod1,2.8199999999999998e-05,2.2926606
NM_001106992,Cpeb4,0.000317527,3.3834926
ENSRNOT00000005688,LOC100910210,1.32e-05,20.4692452
NM_001017473,Rmnd5b,2.7300000000000003e-05,2.8837722
NM_001013180,Scgb3a1,2.8699999999999996e-05,2.1391452
NM_001100727,Rufy1,0.000116445,2.2073407000000005
NM_001137622,Adamts2,0.013453557,2.0303953000000003
NM_022246,Rad50,8.61e-06,2.0025846
NM_053377,Kif3a,0.004056789,2.1929016
ENSRNOT00000041253,LOC303140,0.000224866,2.7292503
NM_001127302,Med9,0.000811403,2.336198
NM_001270954,Rasd1,0.039884708,2.101902
NM_182667,Myocd,7.24e-06,6.2587205
NM_001030023,Map2k4,0.048421730999999996,2.2655196
NM_001305124,Tmem220,0.0007464889999999999,6.053921400000001
ENSRNOT00000073793,LOC100909665,1.26e-06,4.374053900000001
NM_031088,Ptger2,0.00041914199999999995,4.1241345
ENSRNOT00000073793,LOC100909665,1.26e-06,4.374053900000001
NM_031088,Ptger2,0.00041914199999999995,4.1241345
NM_001107259,Peli2,5.11e-05,5.973934799999999
NM_001277600,Hnrnpc,2.5e-05,2.4038702
NM_001100648,Foxn1,3.96e-06,22.8324872
NM_019156,Vtn,0.00043759800000000003,2.2239377
NM_031746,Slc13a2,2.01e-06,7.424346099999999
NM_001004068,Rffl,0.000374702,2.2001366
NM_001107031,Slfn2,0.028525127,2.2015717999999995
NM_001007673,Mmd,3.3600000000000004e-05,2.5271497000000003
NM_001108299,Etv4,2.21e-07,32.0716613
NM_172035,Fzd2,0.000140034,3.831347
NM_001085381,Gjc1,0.000152309,3.7623138999999997
NM_001085381,Gjc1,0.000152309,3.7623138999999997
NM_172035,Fzd2,0.000140034,3.831347
NM_198726,Kpna1,2.72e-05,2.0018516
ENSRNOT00000046530,RGD1305422,0.0013794279999999998,2.5767307
ENSRNOT00000051989,Lrch3,2.0399999999999998e-05,2.2059525
ENSRNOT00000063883,Lrch3,4.84e-05,2.5782002
ENSRNOT00000073865,Lrch3,0.0017165829999999998,2.193652
ENSRNOT00000001199,B3galtl,3.42e-07,2.7307431
NM_001047923,LOC498152,7.99e-05,4.5209779
NM_001024232,Cyp3a62,0.002520323,2.8133617
NM_001107194,Pogk,7.969999999999999e-08,4.7719347
ENSRNOT00000031367,Ildr2,1.88e-05,4.4856821
ENSRNOT00000064168,Ildr2,0.019796433999999998,2.5656067000000005
ENSRNOT00000072244,Ildr2,0.000135505,4.447547
ENSRNOT00000073696,Ildr2,0.009130352,3.0563392999999994
ENSRNOT00000074954,Ildr2,0.013590958,2.8346182
NM_001108857,Mael,0.019216998,9.064662599999998
NM_001190459,LOC100361087,0.000241565,3.4356449999999996
NM_001191101,Hfm1,0.0008449610000000001,2.7110214
NM_001106053,RGD1306441,0.00020722,2.3781203
NM_017333,Ednrb,0.000271166,3.1721757
NM_017333,Ednrb,0.000271166,3.1721757
NM_017333,Ednrb,0.000271166,3.1721757
NM_001012046,Spry2,0.0006725139999999999,3.6969087
NM_001107284,Slitrk5,0.001690624,2.4586361
ENSRNOT00000015907,Ankrd36,7.59e-06,3.6140187999999993
ENSRNOT00000075867,Ankrd36,0.0017441420000000002,3.2480229
NM_001004210,Xbp1,1e-05,5.4797425
NM_001107236,Cobl,0.00013328,5.8182686
NM_001109093,Grb10,0.001060876,2.530894
ENSRNOT00000003115,LOC100362518,0.002478301,2.05925
NM_001170600,Myh11,0.00148881,3.5851966
NM_053347,Nde1,0.000460254,2.1358479
NM_134459,Cd99l2,0.004554593,2.4700467999999995
ENSRNOT00000073612,LOC680653,0.00012298700000000002,2.4136176
NM_001009969,Spetex-2H,0.00112009,2.9337357
NM_001009971,Spetex-2G,0.001352783,2.2273153
ENSRNOT00000063943,Nupl1,0.027814954,2.0509882
NM_170787,Erc2,0.00013982,4.914415099999999
NM_001107284,Slitrk5,0.001690624,2.4586361
NM_001169133,Tenm3,2.45e-05,2.0548241999999997
NM_053770,Sorbs2,0.00135059,4.2443147
ENSRNOT00000034448,Fam149a,5.67e-05,3.6715826000000003
NM_001135600,Cyp4v3,0.00149506,2.6568283
NM_133305,Ap3m2,0.000292644,2.5613442
NM_001107322,Ank1,0.003614488,3.2673334
ENSRNOT00000058091,Nek5,2.33e-06,8.394922
